Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
349.0,Carter Bryant,20.0,SAS,PF,43.0,0.0,398.0,53.0,143.0,0.371,25.0,78.0,0.321,28.0,65.0,0.431,0.458,15.0,22.0,0.682,19.0,66.0,85.0,14.0,9.0,9.0,13.0,39.0,146.0,0.0,
350.0,Nick Smith Jr.,21.0,LAL,SG,25.0,1.0,318.0,56.0,133.0,0.421,27.0,69.0,0.391,29.0,64.0,0.453,0.523,7.0,11.0,0.636,2.0,18.0,20.0,28.0,9.0,2.0,19.0,24.0,146.0,0.0,
351.0,Josh Green,25.0,CHO,SG,31.0,0.0,500.0,48.0,104.0,0.462,33.0,75.0,0.44,15.0,29.0,0.517,0.62,14.0,16.0,0.875,28.0,32.0,60.0,31.0,18.0,3.0,19.0,35.0,143.0,0.0,
352.0,Jericho Sims,27.0,MIL,C,39.0,7.0,613.0,64.0,78.0,0.821,0.0,0.0,,64.0,78.0,0.821,0.821,15.0,23.0,0.652,54.0,112.0,166.0,32.0,8.0,9.0,37.0,70.0,143.0,0.0,
353.0,Gabe Vincent,29.0,2TM,PG,30.0,7.0,578.0,46.0,136.0,0.338,38.0,107.0,0.355,8.0,29.0,0.276,0.478,10.0,11.0,0.909,8.0,20.0,28.0,41.0,17.0,1.0,12.0,54.0,140.0,0.0,
353.0,Gabe Vincent,29.0,LAL,PG,29.0,7.0,559.0,45.0,130.0,0.346,38.0,103.0,0.369,7.0,27.0,0.259,0.492,10.0,11.0,0.909,7.0,20.0,27.0,37.0,14.0,1.0,12.0,53.0,138.0,0.0,
353.0,Gabe Vincent,29.0,ATL,PG,1.0,0.0,19.0,1.0,6.0,0.167,0.0,4.0,0.0,1.0,2.0,0.5,0.167,0.0,0.0,,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,
354.0,Ousmane Dieng,22.0,2TM,C,30.0,1.0,359.0,52.0,116.0,0.448,26.0,65.0,0.4,26.0,51.0,0.51,0.56,8.0,10.0,0.8,9.0,48.0,57.0,34.0,4.0,11.0,8.0,28.0,138.0,0.0,
354.0,Ousmane Dieng,22.0,OKC,C,27.0,0.0,295.0,38.0,91.0,0.418,18.0,49.0,0.367,20.0,42.0,0.476,0.516,6.0,6.0,1.0,8.0,34.0,42.0,28.0,2.0,7.0,8.0,22.0,100.0,0.0,
354.0,Ousmane Dieng,22.0,MIL,C,3.0,1.0,64.0,14.0,25.0,0.56,8.0,16.0,0.5,6.0,9.0,0.667,0.72,2.0,4.0,0.5,1.0,14.0,15.0,6.0,2.0,4.0,0.0,6.0,38.0,0.0,
355.0,Rayan Rupert,21.0,POR,SG,48.0,0.0,577.0,53.0,147.0,0.361,22.0,71.0,0.31,31.0,76.0,0.408,0.435,9.0,14.0,0.643,23.0,63.0,86.0,34.0,29.0,2.0,28.0,60.0,137.0,0.0,
356.0,Jamir Watkins,24.0,WAS,SG,27.0,4.0,492.0,48.0,120.0,0.4,15.0,64.0,0.234,33.0,56.0,0.589,0.463,23.0,33.0,0.697,26.0,70.0,96.0,22.0,21.0,14.0,16.0,68.0,134.0,0.0,
357.0,Bogdan Bogdanović,33.0,LAC,SG,17.0,3.0,372.0,45.0,121.0,0.372,24.0,74.0,0.324,21.0,47.0,0.447,0.471,16.0,19.0,0.842,5.0,42.0,47.0,44.0,8.0,1.0,22.0,40.0,130.0,0.0,
358.0,Cam Christie,20.0,LAC,SG,38.0,0.0,379.0,43.0,108.0,0.398,12.0,42.0,0.286,31.0,66.0,0.47,0.454,32.0,42.0,0.762,12.0,48.0,60.0,22.0,10.0,3.0,16.0,17.0,130.0,0.0,
359.0,Malaki Branham,22.0,WAS,SG,28.0,0.0,275.0,43.0,91.0,0.473,14.0,37.0,0.378,29.0,54.0,0.537,0.549,28.0,34.0,0.824,12.0,32.0,44.0,23.0,10.0,3.0,15.0,21.0,128.0,0.0,
360.0,Yanic Konan Niederhäuser,22.0,LAC,C,34.0,0.0,306.0,48.0,71.0,0.676,0.0,3.0,0.0,48.0,68.0,0.706,0.676,29.0,43.0,0.674,29.0,50.0,79.0,10.0,2.0,19.0,19.0,46.0,125.0,0.0,
361.0,Jevon Carter,30.0,2TM,PG,24.0,0.0,258.0,41.0,106.0,0.387,32.0,80.0,0.4,9.0,26.0,0.346,0.538,10.0,10.0,1.0,5.0,22.0,27.0,19.0,13.0,2.0,11.0,19.0,124.0,0.0,
361.0,Jevon Carter,30.0,CHI,PG,23.0,0.0,254.0,41.0,103.0,0.398,32.0,78.0,0.41,9.0,25.0,0.36,0.553,10.0,10.0,1.0,5.0,21.0,26.0,19.0,13.0,2.0,11.0,19.0,124.0,0.0,
361.0,Jevon Carter,30.0,ORL,PG,1.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
362.0,Mohamed Diawara,20.0,NYK,SF,45.0,6.0,318.0,47.0,103.0,0.456,26.0,63.0,0.413,21.0,40.0,0.525,0.583,3.0,6.0,0.5,10.0,43.0,53.0,24.0,11.0,5.0,15.0,29.0,123.0,0.0,
363.0,Devin Carter,23.0,SAC,PG,20.0,1.0,268.0,43.0,111.0,0.387,9.0,48.0,0.188,34.0,63.0,0.54,0.428,27.0,33.0,0.818,12.0,32.0,44.0,38.0,12.0,5.0,20.0,24.0,122.0,0.0,
364.0,Jonathan Isaac,28.0,ORL,PF,44.0,0.0,439.0,41.0,94.0,0.436,7.0,36.0,0.194,34.0,58.0,0.586,0.473,32.0,50.0,0.64,33.0,77.0,110.0,17.0,17.0,25.0,16.0,34.0,121.0,0.0,
365.0,Nick Richards,28.0,2TM,C,31.0,2.0,320.0,45.0,91.0,0.495,2.0,3.0,0.667,43.0,88.0,0.489,0.505,29.0,41.0,0.707,42.0,66.0,108.0,9.0,7.0,19.0,31.0,49.0,121.0,0.0,
365.0,Nick Richards,28.0,PHO,C,28.0,2.0,254.0,35.0,71.0,0.493,0.0,0.0,,35.0,71.0,0.493,0.493,19.0,28.0,0.679,35.0,56.0,91.0,8.0,4.0,14.0,25.0,39.0,89.0,0.0,
365.0,Nick Richards,28.0,CHI,C,3.0,0.0,66.0,10.0,20.0,0.5,2.0,3.0,0.667,8.0,17.0,0.471,0.55,10.0,13.0,0.769,7.0,10.0,17.0,1.0,3.0,5.0,6.0,10.0,32.0,0.0,
366.0,Jamison Battle,24.0,TOR,SF,39.0,2.0,330.0,46.0,91.0,0.505,22.0,53.0,0.415,24.0,38.0,0.632,0.626,6.0,9.0,0.667,13.0,42.0,55.0,15.0,5.0,2.0,14.0,29.0,120.0,0.0,
367.0,Javon Small,23.0,MEM,PG,20.0,0.0,297.0,41.0,105.0,0.39,18.0,50.0,0.36,23.0,55.0,0.418,0.476,20.0,25.0,0.8,14.0,30.0,44.0,64.0,7.0,3.0,22.0,25.0,120.0,0.0,
368.0,Moritz Wagner,28.0,ORL,C,13.0,0.0,156.0,41.0,80.0,0.513,15.0,33.0,0.455,26.0,47.0,0.553,0.606,23.0,26.0,0.885,9.0,33.0,42.0,7.0,7.0,1.0,8.0,23.0,120.0,0.0,
369.0,Ty Jerome,28.0,MEM,SG,6.0,6.0,121.0,38.0,71.0,0.535,14.0,35.0,0.4,24.0,36.0,0.667,0.634,28.0,33.0,0.848,3.0,10.0,13.0,36.0,7.0,2.0,10.0,13.0,118.0,0.0,
370.0,Dalen Terry,23.0,2TM,SG,35.0,0.0,384.0,45.0,104.0,0.433,19.0,47.0,0.404,26.0,57.0,0.456,0.524,9.0,17.0,0.529,19.0,46.0,65.0,44.0,22.0,11.0,22.0,33.0,118.0,0.0,
370.0,Dalen Terry,23.0,CHI,SG,34.0,0.0,377.0,45.0,102.0,0.441,19.0,46.0,0.413,26.0,56.0,0.464,0.534,9.0,17.0,0.529,19.0,45.0,64.0,43.0,22.0,11.0,21.0,33.0,118.0,0.0,
370.0,Dalen Terry,23.0,PHI,SG,1.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
371.0,Liam McNeeley,20.0,CHO,SF,28.0,0.0,342.0,34.0,88.0,0.386,22.0,58.0,0.379,12.0,30.0,0.4,0.511,25.0,31.0,0.806,11.0,49.0,60.0,23.0,5.0,3.0,12.0,35.0,115.0,0.0,
372.0,Pete Nance,25.0,MIL,PF,23.0,0.0,247.0,46.0,75.0,0.613,23.0,43.0,0.535,23.0,32.0,0.719,0.767,0.0,0.0,,11.0,36.0,47.0,14.0,7.0,4.0,10.0,19.0,115.0,0.0,
373.0,Dwight Powell,34.0,DAL,C,40.0,7.0,541.0,37.0,59.0,0.627,0.0,2.0,0.0,37.0,57.0,0.649,0.627,40.0,62.0,0.645,53.0,89.0,142.0,38.0,21.0,12.0,20.0,73.0,114.0,0.0,
374.0,Jeremy Sochan,22.0,SAS,PF,28.0,0.0,358.0,47.0,99.0,0.475,9.0,35.0,0.257,38.0,64.0,0.594,0.52,11.0,16.0,0.688,26.0,47.0,73.0,28.0,10.0,5.0,18.0,50.0,114.0,0.0,
375.0,Ben Saraf,19.0,BRK,SG,22.0,5.0,384.0,38.0,113.0,0.336,12.0,48.0,0.25,26.0,65.0,0.4,0.389,24.0,33.0,0.727,7.0,29.0,36.0,60.0,17.0,4.0,40.0,28.0,112.0,0.0,
376.0,Kobe Brown,26.0,2TM,PF,36.0,1.0,342.0,38.0,93.0,0.409,14.0,51.0,0.275,24.0,42.0,0.571,0.484,22.0,28.0,0.786,22.0,44.0,66.0,31.0,10.0,2.0,17.0,23.0,112.0,0.0,
376.0,Kobe Brown,26.0,LAC,PF,34.0,0.0,295.0,33.0,84.0,0.393,13.0,49.0,0.265,20.0,35.0,0.571,0.47,21.0,26.0,0.808,18.0,35.0,53.0,27.0,9.0,2.0,15.0,16.0,100.0,0.0,
376.0,Kobe Brown,26.0,IND,PF,2.0,1.0,47.0,5.0,9.0,0.556,1.0,2.0,0.5,4.0,7.0,0.571,0.611,1.0,2.0,0.5,4.0,9.0,13.0,4.0,1.0,0.0,2.0,7.0,12.0,0.0,
377.0,Moussa Cisse,23.0,DAL,C,30.0,1.0,359.0,42.0,69.0,0.609,0.0,0.0,,42.0,69.0,0.609,0.609,27.0,56.0,0.482,55.0,79.0,134.0,7.0,10.0,34.0,22.0,56.0,111.0,0.0,
378.0,Ethan Thompson,26.0,IND,SG,22.0,5.0,352.0,39.0,102.0,0.382,21.0,66.0,0.318,18.0,36.0,0.5,0.485,11.0,16.0,0.688,11.0,29.0,40.0,32.0,13.0,6.0,12.0,43.0,110.0,0.0,
379.0,Myron Gardner,24.0,MIA,SF,26.0,4.0,254.0,39.0,84.0,0.464,18.0,45.0,0.4,21.0,39.0,0.538,0.571,13.0,18.0,0.722,26.0,52.0,78.0,27.0,14.0,5.0,6.0,44.0,109.0,0.0,
380.0,Kelly Olynyk,34.0,SAS,C,30.0,0.0,284.0,38.0,79.0,0.481,9.0,38.0,0.237,29.0,41.0,0.707,0.538,20.0,30.0,0.667,19.0,37.0,56.0,36.0,13.0,1.0,18.0,36.0,105.0,0.0,
381.0,Julian Phillips,22.0,2TM,SF,37.0,2.0,342.0,39.0,92.0,0.424,16.0,50.0,0.32,23.0,42.0,0.548,0.511,11.0,13.0,0.846,22.0,22.0,44.0,7.0,19.0,6.0,7.0,34.0,105.0,0.0,
381.0,Julian Phillips,22.0,CHI,SF,35.0,2.0,334.0,37.0,88.0,0.42,16.0,49.0,0.327,21.0,39.0,0.538,0.511,9.0,11.0,0.818,22.0,22.0,44.0,7.0,17.0,6.0,7.0,33.0,99.0,0.0,
381.0,Julian Phillips,22.0,MIN,SF,2.0,0.0,8.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,
382.0,John Konchar,29.0,2TM,SG,34.0,1.0,513.0,41.0,86.0,0.477,13.0,47.0,0.277,28.0,39.0,0.718,0.552,10.0,16.0,0.625,26.0,81.0,107.0,48.0,36.0,17.0,15.0,39.0,105.0,0.0,
382.0,John Konchar,29.0,MEM,SG,30.0,1.0,435.0,37.0,71.0,0.521,13.0,39.0,0.333,24.0,32.0,0.75,0.613,8.0,13.0,0.615,20.0,72.0,92.0,40.0,31.0,13.0,14.0,30.0,95.0,0.0,
382.0,John Konchar,29.0,UTA,SG,4.0,0.0,78.0,4.0,15.0,0.267,0.0,8.0,0.0,4.0,7.0,0.571,0.267,2.0,3.0,0.667,6.0,9.0,15.0,8.0,5.0,4.0,1.0,9.0,10.0,0.0,
383.0,Jeremiah Robinson-Earl,25.0,2TM,PF,22.0,3.0,361.0,37.0,100.0,0.37,10.0,41.0,0.244,27.0,59.0,0.458,0.42,17.0,18.0,0.944,36.0,67.0,103.0,15.0,9.0,1.0,12.0,26.0,101.0,0.0,
383.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,300.0,29.0,83.0,0.349,8.0,33.0,0.242,21.0,50.0,0.42,0.398,13.0,14.0,0.929,32.0,56.0,88.0,12.0,7.0,1.0,10.0,23.0,79.0,0.0,
383.0,Jeremiah Robinson-Earl,25.0,DAL,PF,5.0,0.0,61.0,8.0,17.0,0.471,2.0,8.0,0.25,6.0,9.0,0.667,0.529,4.0,4.0,1.0,4.0,11.0,15.0,3.0,2.0,0.0,2.0,3.0,22.0,0.0,
384.0,Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,282.0,32.0,81.0,0.395,15.0,37.0,0.405,17.0,44.0,0.386,0.488,21.0,27.0,0.778,6.0,22.0,28.0,14.0,7.0,1.0,15.0,29.0,100.0,0.0,
385.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,37.0,64.0,0.578,9.0,21.0,0.429,28.0,43.0,0.651,0.648,14.0,20.0,0.7,16.0,40.0,56.0,15.0,2.0,4.0,10.0,18.0,97.0,0.0,
386.0,Gary Harris,31.0,MIL,SG,38.0,2.0,553.0,33.0,74.0,0.446,20.0,47.0,0.426,13.0,27.0,0.481,0.581,8.0,9.0,0.889,13.0,41.0,54.0,41.0,21.0,6.0,16.0,43.0,94.0,0.0,
387.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,33.0,74.0,0.446,23.0,55.0,0.418,10.0,19.0,0.526,0.601,5.0,6.0,0.833,10.0,28.0,38.0,10.0,5.0,8.0,7.0,28.0,94.0,0.0,
388.0,Marcus Sasser,25.0,DET,PG,17.0,0.0,167.0,32.0,69.0,0.464,18.0,44.0,0.409,14.0,25.0,0.56,0.594,10.0,11.0,0.909,1.0,14.0,15.0,33.0,11.0,2.0,12.0,14.0,92.0,0.0,
389.0,Grant Williams,27.0,CHO,PF,14.0,1.0,266.0,27.0,75.0,0.36,14.0,52.0,0.269,13.0,23.0,0.565,0.453,22.0,27.0,0.815,17.0,39.0,56.0,22.0,6.0,4.0,10.0,20.0,90.0,0.0,
390.0,Larry Nance Jr.,33.0,CLE,PF,25.0,2.0,322.0,35.0,92.0,0.38,16.0,48.0,0.333,19.0,44.0,0.432,0.467,3.0,5.0,0.6,21.0,43.0,64.0,25.0,15.0,4.0,11.0,46.0,89.0,0.0,
391.0,Amir Coffey,28.0,2TM,SG,32.0,2.0,298.0,31.0,66.0,0.47,9.0,31.0,0.29,22.0,35.0,0.629,0.538,16.0,19.0,0.842,8.0,25.0,33.0,14.0,4.0,3.0,5.0,19.0,87.0,0.0,
391.0,Amir Coffey,28.0,MIL,SG,30.0,2.0,265.0,26.0,55.0,0.473,7.0,25.0,0.28,19.0,30.0,0.633,0.536,13.0,15.0,0.867,6.0,20.0,26.0,11.0,3.0,3.0,4.0,14.0,72.0,0.0,
391.0,Amir Coffey,28.0,PHO,SG,2.0,0.0,33.0,5.0,11.0,0.455,2.0,6.0,0.333,3.0,5.0,0.6,0.545,3.0,4.0,0.75,2.0,5.0,7.0,3.0,1.0,0.0,1.0,5.0,15.0,0.0,
392.0,Jae'Sean Tate,30.0,HOU,SF,32.0,0.0,267.0,37.0,73.0,0.507,7.0,22.0,0.318,30.0,51.0,0.588,0.555,4.0,7.0,0.571,22.0,25.0,47.0,16.0,8.0,3.0,10.0,36.0,85.0,0.0,
393.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,223.0,31.0,89.0,0.348,12.0,39.0,0.308,19.0,50.0,0.38,0.416,10.0,16.0,0.625,5.0,24.0,29.0,35.0,15.0,0.0,24.0,14.0,84.0,0.0,
394.0,Joan Beringer,19.0,MIN,PF,27.0,0.0,181.0,37.0,56.0,0.661,0.0,0.0,,37.0,56.0,0.661,0.661,8.0,13.0,0.615,28.0,26.0,54.0,7.0,3.0,11.0,8.0,27.0,82.0,0.0,
395.0,Ariel Hukporti,23.0,NYK,C,39.0,4.0,361.0,30.0,53.0,0.566,1.0,4.0,0.25,29.0,49.0,0.592,0.575,19.0,26.0,0.731,39.0,76.0,115.0,21.0,5.0,21.0,21.0,50.0,80.0,0.0,
396.0,PJ Hall,23.0,2TM,C,16.0,2.0,171.0,29.0,51.0,0.569,3.0,5.0,0.6,26.0,46.0,0.565,0.598,19.0,25.0,0.76,27.0,35.0,62.0,7.0,2.0,9.0,12.0,18.0,80.0,0.0,
396.0,PJ Hall,23.0,MEM,C,7.0,0.0,27.0,5.0,9.0,0.556,1.0,3.0,0.333,4.0,6.0,0.667,0.611,2.0,3.0,0.667,3.0,6.0,9.0,2.0,0.0,2.0,1.0,3.0,13.0,0.0,
396.0,PJ Hall,23.0,CHO,C,9.0,2.0,144.0,24.0,42.0,0.571,2.0,2.0,1.0,22.0,40.0,0.55,0.595,17.0,22.0,0.773,24.0,29.0,53.0,5.0,2.0,7.0,11.0,15.0,67.0,0.0,
397.0,Jalen Green,23.0,PHO,SG,7.0,2.0,107.0,27.0,66.0,0.409,13.0,37.0,0.351,14.0,29.0,0.483,0.508,11.0,13.0,0.846,2.0,13.0,15.0,16.0,3.0,0.0,10.0,4.0,78.0,0.0,
398.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,21.0,52.0,0.404,17.0,46.0,0.37,4.0,6.0,0.667,0.567,19.0,23.0,0.826,2.0,15.0,17.0,10.0,6.0,3.0,3.0,19.0,78.0,0.0,
399.0,Rasheer Fleming,21.0,PHO,PF,30.0,0.0,209.0,29.0,82.0,0.354,11.0,46.0,0.239,18.0,36.0,0.5,0.421,8.0,11.0,0.727,21.0,19.0,40.0,7.0,6.0,7.0,9.0,22.0,77.0,0.0,
400.0,Yang Hansen,20.0,POR,C,34.0,1.0,255.0,25.0,84.0,0.298,5.0,37.0,0.135,20.0,47.0,0.426,0.327,19.0,20.0,0.95,16.0,38.0,54.0,21.0,3.0,8.0,29.0,40.0,74.0,0.0,
401.0,Blake Wesley,22.0,POR,SG,13.0,0.0,201.0,29.0,67.0,0.433,7.0,22.0,0.318,22.0,45.0,0.489,0.485,8.0,16.0,0.5,6.0,19.0,25.0,39.0,13.0,1.0,16.0,17.0,73.0,0.0,
402.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,26.0,37.0,0.703,6.0,8.0,0.75,20.0,29.0,0.69,0.784,14.0,20.0,0.7,23.0,31.0,54.0,15.0,7.0,9.0,16.0,22.0,72.0,0.0,
403.0,Sharife Cooper,24.0,WAS,PG,12.0,0.0,171.0,28.0,52.0,0.538,9.0,19.0,0.474,19.0,33.0,0.576,0.625,5.0,7.0,0.714,4.0,23.0,27.0,23.0,3.0,2.0,18.0,15.0,70.0,0.0,
404.0,AJ Johnson,21.0,2TM,SG,28.0,0.0,225.0,27.0,88.0,0.307,7.0,27.0,0.259,20.0,61.0,0.328,0.347,9.0,12.0,0.75,8.0,24.0,32.0,23.0,7.0,0.0,18.0,15.0,70.0,0.0,
404.0,AJ Johnson,21.0,WAS,SG,25.0,0.0,214.0,27.0,83.0,0.325,7.0,25.0,0.28,20.0,58.0,0.345,0.367,9.0,12.0,0.75,8.0,23.0,31.0,22.0,7.0,0.0,18.0,15.0,70.0,0.0,
404.0,AJ Johnson,21.0,DAL,SG,3.0,0.0,11.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
405.0,Anthony Gill,33.0,WAS,PF,28.0,0.0,225.0,26.0,48.0,0.542,4.0,13.0,0.308,22.0,35.0,0.629,0.583,10.0,12.0,0.833,17.0,30.0,47.0,9.0,11.0,6.0,10.0,23.0,66.0,0.0,
406.0,Keshad Johnson,24.0,MIA,SF,21.0,0.0,159.0,23.0,57.0,0.404,7.0,23.0,0.304,16.0,34.0,0.471,0.465,13.0,17.0,0.765,15.0,24.0,39.0,2.0,5.0,4.0,9.0,16.0,66.0,0.0,
407.0,Maxi Kleber,34.0,LAL,PF,29.0,1.0,333.0,23.0,53.0,0.434,6.0,21.0,0.286,17.0,32.0,0.531,0.491,14.0,20.0,0.7,23.0,33.0,56.0,20.0,11.0,6.0,12.0,45.0,66.0,0.0,
408.0,Chris Youngblood,23.0,OKC,SG,32.0,0.0,174.0,20.0,60.0,0.333,16.0,51.0,0.314,4.0,9.0,0.444,0.467,9.0,10.0,0.9,7.0,21.0,28.0,11.0,4.0,3.0,2.0,20.0,65.0,0.0,
409.0,RayJ Dennis,24.0,3TM,PG,15.0,0.0,177.0,22.0,73.0,0.301,12.0,39.0,0.308,10.0,34.0,0.294,0.384,8.0,9.0,0.889,8.0,15.0,23.0,30.0,4.0,4.0,15.0,17.0,64.0,0.0,
409.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,168.0,22.0,72.0,0.306,12.0,38.0,0.316,10.0,34.0,0.294,0.389,8.0,9.0,0.889,8.0,13.0,21.0,26.0,3.0,4.0,14.0,16.0,64.0,0.0,
409.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
409.0,RayJ Dennis,24.0,ATL,PG,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,
410.0,Pat Connaughton,33.0,CHO,SG,22.0,0.0,155.0,22.0,45.0,0.489,11.0,27.0,0.407,11.0,18.0,0.611,0.611,8.0,13.0,0.615,6.0,24.0,30.0,14.0,5.0,1.0,3.0,5.0,63.0,0.0,
411.0,Bronny James,21.0,LAL,SG,29.0,1.0,211.0,24.0,60.0,0.4,11.0,27.0,0.407,13.0,33.0,0.394,0.492,4.0,5.0,0.8,4.0,11.0,15.0,35.0,11.0,2.0,14.0,16.0,63.0,0.0,
412.0,Isaiah Livers,27.0,PHO,PF,29.0,0.0,294.0,22.0,52.0,0.423,12.0,35.0,0.343,10.0,17.0,0.588,0.538,7.0,10.0,0.7,17.0,39.0,56.0,20.0,12.0,8.0,12.0,27.0,63.0,0.0,
413.0,Drew Timme,25.0,LAL,PF,18.0,0.0,150.0,26.0,46.0,0.565,7.0,17.0,0.412,19.0,29.0,0.655,0.641,4.0,7.0,0.571,8.0,15.0,23.0,15.0,5.0,0.0,6.0,10.0,63.0,0.0,
414.0,Chaz Lanier,24.0,DET,SG,20.0,0.0,171.0,21.0,57.0,0.368,15.0,45.0,0.333,6.0,12.0,0.5,0.5,5.0,5.0,1.0,7.0,12.0,19.0,13.0,5.0,0.0,2.0,7.0,62.0,0.0,
415.0,Dorian Finney-Smith,32.0,HOU,PF,20.0,0.0,316.0,20.0,67.0,0.299,13.0,53.0,0.245,7.0,14.0,0.5,0.396,5.0,5.0,1.0,17.0,30.0,47.0,15.0,7.0,4.0,11.0,33.0,58.0,0.0,
416.0,DaRon Holmes,23.0,DEN,PF,15.0,6.0,176.0,19.0,43.0,0.442,14.0,34.0,0.412,5.0,9.0,0.556,0.605,6.0,8.0,0.75,5.0,19.0,24.0,15.0,0.0,4.0,5.0,16.0,58.0,0.0,
417.0,Taelon Peter,23.0,IND,SG,24.0,0.0,196.0,19.0,58.0,0.328,16.0,53.0,0.302,3.0,5.0,0.6,0.466,4.0,6.0,0.667,6.0,22.0,28.0,23.0,9.0,2.0,10.0,12.0,58.0,0.0,
418.0,Scoot Henderson,21.0,POR,PG,4.0,0.0,80.0,15.0,29.0,0.517,7.0,19.0,0.368,8.0,10.0,0.8,0.638,19.0,23.0,0.826,1.0,11.0,12.0,22.0,3.0,0.0,18.0,14.0,56.0,0.0,
419.0,Christian Koloko,25.0,3TM,C,20.0,4.0,306.0,26.0,60.0,0.433,1.0,5.0,0.2,25.0,55.0,0.455,0.442,3.0,6.0,0.5,26.0,40.0,66.0,14.0,12.0,20.0,12.0,42.0,56.0,0.0,
419.0,Christian Koloko,25.0,LAL,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
419.0,Christian Koloko,25.0,MEM,C,11.0,2.0,195.0,14.0,35.0,0.4,0.0,1.0,0.0,14.0,34.0,0.412,0.4,1.0,4.0,0.25,19.0,25.0,44.0,10.0,10.0,13.0,7.0,20.0,29.0,0.0,
419.0,Christian Koloko,25.0,ATL,C,7.0,2.0,105.0,12.0,25.0,0.48,1.0,4.0,0.25,11.0,21.0,0.524,0.5,2.0,2.0,1.0,7.0,14.0,21.0,4.0,2.0,7.0,5.0,21.0,27.0,0.0,
420.0,Kam Jones,23.0,IND,SG,18.0,2.0,214.0,24.0,58.0,0.414,5.0,25.0,0.2,19.0,33.0,0.576,0.457,2.0,4.0,0.5,6.0,13.0,19.0,27.0,4.0,0.0,8.0,11.0,55.0,0.0,
421.0,Jordan McLaughlin,29.0,SAS,PG,25.0,0.0,155.0,20.0,47.0,0.426,10.0,24.0,0.417,10.0,23.0,0.435,0.532,4.0,5.0,0.8,4.0,14.0,18.0,19.0,13.0,0.0,9.0,9.0,54.0,0.0,
422.0,Lindy Waters III,28.0,SAS,SG,28.0,0.0,191.0,19.0,54.0,0.352,15.0,47.0,0.319,4.0,7.0,0.571,0.491,1.0,1.0,1.0,2.0,19.0,21.0,11.0,4.0,0.0,4.0,17.0,54.0,0.0,
423.0,JD Davison,23.0,HOU,PG,24.0,0.0,178.0,20.0,51.0,0.392,8.0,27.0,0.296,12.0,24.0,0.5,0.471,5.0,9.0,0.556,2.0,19.0,21.0,26.0,5.0,4.0,7.0,16.0,53.0,0.0,
424.0,Kevon Looney,29.0,NOP,C,18.0,6.0,251.0,23.0,52.0,0.442,1.0,9.0,0.111,22.0,43.0,0.512,0.452,5.0,8.0,0.625,42.0,54.0,96.0,25.0,6.0,9.0,8.0,32.0,52.0,0.0,
425.0,Jamal Cain,26.0,ORL,SF,19.0,0.0,132.0,15.0,38.0,0.395,6.0,19.0,0.316,9.0,19.0,0.474,0.474,15.0,18.0,0.833,7.0,7.0,14.0,6.0,4.0,1.0,7.0,22.0,51.0,0.0,
426.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,121.0,18.0,48.0,0.375,7.0,19.0,0.368,11.0,29.0,0.379,0.448,6.0,8.0,0.75,2.0,3.0,5.0,10.0,3.0,0.0,9.0,14.0,49.0,0.0,
